체험,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,광주,남구,봉선동,
숲체험교육확동,영남대학교숲체험교육사업,F,4,,,      ,          ,,전남,무안군,청계면,
숲체험교육확동,"초등학교3학년환경교육,숲체험~경남환경교육원자연환경해설사활동/청아생태농장/경남체험학습/사천사남초등학교",M,4,,,      ,          ,,울산,중구,다운동,
숲체험교육확동,숲체험교육사업단단체참가자모집에국가유공자단체포함,M,4,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,예    ,자녀 있음 ,단독주택,경남,창원시 마산회원구,합성동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림복합체험프로그램,편백나무숲키즈카페산림복합체험센터,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,전북,전주시 덕진구,인후동1가,
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,김천시,부곡동,"경차 (모닝, 스파크 등)"
산림복합체험프로그램,"[소상공인연합신문]증평군,좌구산숲명상의집가을철산림복합프로그램체험객인기",F,4,기타 ,700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,이의동,
숲체험교육확동,작은손마켓놀이숲체험유치원즐거워요,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,강북구,미아동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",F,4,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,길음1동,
숲체험프로그램,"청주시숲체험프로그램;4월부터10월까지행복한생태체험,토요가족숲나들이등",F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,노원구,상계5동,
숲체험교육확동,군산서초등학교숲체험운영,F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,노원구,상계5동,
숲체험프로그램,인천야간숲체험프로그램,F,4,"교직 (교사, 유치원교사, 학원강사)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,중랑구,망우동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,인천야간숲체험프로그램,F,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,아니오,          ,오피스텔,인천,계양구,계산동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,아니오,          ,오피스텔,인천,계양구,계산동,
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,4,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,인천,서구,경서동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험교육확동,숲체험교육사업단단체참가자모집에국가유공자단체포함,F,5,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,연수구,옥련동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,백현동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,난곡동,
숲체험교육확동,군산서초등학교숲체험운영,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,경북,포항시 남구,해도동,
숲체험교육확동,숲체험교육사업단단체참가자모집에국가유공자단체포함,F,4,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,서구,도마1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,"함허동천,숲체험프로그램",F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,광주시,오포읍,
산림복합체험프로그램,"[소상공인연합신문]증평군,좌구산숲명상의집가을철산림복합프로그램체험객인기",F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,부산,동래구,온천1동,
숲체험교육확동,영남대학교숲체험교육사업,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,경기,김포시,장기동,"경차 (모닝, 스파크 등)"
숲체험교육확동,숲체험교육사업단단체참가자모집에국가유공자단체포함,F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,오피스텔,부산,해운대구,중1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
숲체험교육확동,서울숲숲체험교육활동다녀왔어요_레고시티리포터챌린지,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,평택시,동삭동,"경차 (모닝, 스파크 등)"
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,마포구,상암동,
숲체험프로그램,유아숲체험프로그램,F,5,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,송파구,잠실본동,
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,포천시,신읍동,
숲체험교육확동,군산서초등학교숲체험운영,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,포천시,신읍동,
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 권선구,입북동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림복합체험프로그램,산림복합체험센터와자생식물원,M,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,기타 ,경남,창원시 성산구,성주동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험교육확동,산림복지취약계충에게숲체험교육운영,F,2,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,대덕구,송촌동,
숲체험교육확동,[봉화]힐빙스테이4기/봉화가족체험프로그램/봉화춘양목숲힐빙프로그램/봉화가족캠프/춘양목숲체험교육/봉화힐빙스테이,F,4,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,강남구,역삼동,
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,오산시,원동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험교육확동,군산서초등학교숲체험운영,F,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,오산시,원동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,초등딸1학기트레킹숲체험프로그램을마쳤어요,M,3,기타 ,600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,대전,서구,둔산1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,산림복지취약계충에게숲체험교육운영,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,기타 ,울산,북구,양정동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,성북구,정릉동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
숲체험프로그램,유아숲체험프로그램,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,장지동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험교육확동,[봉화]힐빙스테이4기/봉화가족체험프로그램/봉화춘양목숲힐빙프로그램/봉화가족캠프/춘양목숲체험교육/봉화힐빙스테이,F,4,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,성남시 분당구,백현동,
산림복합체험프로그램,"[소상공인연합신문]증평군,좌구산숲명상의집가을철산림복합프로그램체험객인기",F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,동래구,수안동,
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,M,2,,,      ,          ,,서울,마포구,아현동,
숲체험교육확동,"아산교육지원청,초등학생대상숲체험교육운영",F,5,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계5동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,F,5,"교직 (교사, 유치원교사, 학원강사)",500~599만원,아니오,          ,아파트/ 주상복합,경기,안양시 만안구,안양9동,
숲체험교육확동,산림복지취약계충에게숲체험교육운영,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,인천,부평구,부개2동,
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,3,,,      ,          ,,경기,오산시,오산동,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,수원시 영통구,영통동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,영남대학교숲체험교육사업,M,4,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,아니오,          ,오피스텔,경기,오산시,부산동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험프로그램,"청주시숲체험프로그램;4월부터10월까지행복한생태체험,토요가족숲나들이등",F,4,,,      ,          ,,서울,은평구,응암동,
숲체험프로그램,2018찾아가는숲체험프로그램안내,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,신곡2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",M,3,,,      ,          ,,대전,서구,도마2동,
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,5,,,      ,          ,,서울,양천구,목동,
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,F,3,,,      ,          ,,충북,괴산군,불정면,
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,F,3,,,      ,          ,,경기,수원시 영통구,영통2동,
숲체험교육확동,"아산교육지원청,초등학생대상숲체험교육운영",F,4,,,      ,          ,,강원,태백시,상장동,
숲체험프로그램,유아숲체험프로그램,F,3,,,      ,          ,,경남,창원시 의창구,봉림동,
숲체험프로그램,"청주시숲체험프로그램;4월부터10월까지행복한생태체험,토요가족숲나들이등",M,5,,,      ,          ,,대구,수성구,지산1동,
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,서구,가수원동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
숲체험프로그램,인천야간숲체험프로그램,F,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,단독주택,인천,서구,가좌2동,
숲체험교육확동,숲체험교육활동숲에만집중하다,F,2,,,      ,          ,,울산,동구,일산동,
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,M,3,,,      ,          ,,경기,수원시 장안구,송죽동,
숲체험교육확동,군산서초등학교숲체험운영,F,2,,,      ,          ,,경기,성남시 수정구,양지동,
숲체험교육확동,군산서초등학교숲체험운영,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,내발산동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,유아숲체험프로그램,F,3,,,      ,          ,,서울,관악구,봉천동,
숲체험교육확동,숲체험교육활동숲에만집중하다,F,4,,,      ,          ,,경기,여주군,여주읍,
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,3,,,      ,          ,,강원,원주시,단계동,
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,2,,,      ,          ,,경기,남양주시,오남읍,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,4,,,      ,          ,,인천,부평구,부개동,
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,5,,,      ,          ,,경기,성남시 분당구,이매동,
숲체험프로그램,인천야간숲체험프로그램,F,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,경기,의정부시,민락동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,영통2동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험프로그램,"함허동천,숲체험프로그램",F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,영통2동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험교육확동,영남대학교숲체험교육사업,M,4,,,      ,          ,,서울,종로구,수송동,
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,4,,,      ,          ,,서울,영등포구,신길1동,
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,5,,,      ,          ,,부산,동래구,낙민동,
숲체험교육확동,서울숲숲체험교육활동다녀왔어요_레고시티리포터챌린지,F,3,,,      ,          ,,인천,부평구,부평1동,
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,4,,,      ,          ,,경기,광명시,철산1동,
숲체험교육확동,2018년학술림숲체험교육,F,5,,,      ,          ,,서울,서초구,신원동,
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,F,2,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,광진구,자양4동,
산림복합체험프로그램,산림복합체험센터와자생식물원,F,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,동대문구,답십리동,
숲체험교육확동,2018년학술림숲체험교육,F,3,,,      ,          ,,부산,해운대구,반여3동,
산림체험프로그램,<횡성가볼만한곳>국립횡성숲체원;횡성여행횡성힐링여행지/숲속산책로가예쁜장소/산림체험교육프로그램/가족여행커플여행추천,F,4,,,      ,          ,,경기,안산시 단원구,초지동,
산림복합체험프로그램,산림복합체험센터와자생식물원,F,2,,,      ,          ,,부산,금정구,구서2동,
숲체험프로그램,예약안내및숲체험프로그램후기,M,5,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,전북,전주시 덕진구,송천동2가,
산림체험프로그램,<횡성가볼만한곳>국립횡성숲체원;횡성여행횡성힐링여행지/숲속산책로가예쁜장소/산림체험교육프로그램/가족여행커플여행추천,F,4,,,      ,          ,,서울,노원구,상계6.7동,
숲체험프로그램,"함허동천,숲체험프로그램",M,5,,,      ,          ,,부산,사하구,감천1동,
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,M,3,,,      ,          ,,경남,김해시,장유면,
숲체험교육확동,[봉화]힐빙스테이4기/봉화가족체험프로그램/봉화춘양목숲힐빙프로그램/봉화가족캠프/춘양목숲체험교육/봉화힐빙스테이,F,5,,,      ,          ,,광주,광산구,신가동,
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,2,기타 ,700~799만원,아니오,          ,아파트/ 주상복합,경기,부천시 원미구,상1동,
숲체험프로그램,인천야간숲체험프로그램,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,선부동,"경차 (모닝, 스파크 등)"
산림체험프로그램,금산산림문화타운오감만족숲체험프로그램본격가동,M,3,,,      ,          ,,서울,강동구,둔촌2동,
숲체험교육확동,숲체험교육활동숲에만집중하다,F,5,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,단독주택,경기,수원시 영통구,이의동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림복합체험프로그램,편백나무숲키즈카페산림복합체험센터,F,3,,,      ,          ,,경남,김해시,대성동,
숲체험교육확동,영남대학교숲체험교육사업,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,춘천시,후평2동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,경산시,진량읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,4,,,      ,          ,,경기,김포시,장기동,
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,화정동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,서울,광진구,자양4동,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,북구,침산동,
산림복합체험프로그램,산림복합체험센터와자생식물원,M,4,,,      ,          ,,경남,진주시,가좌동,
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,부천시 원미구,중동,
숲체험교육확동,군산서초등학교숲체험운영,F,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,구로구,고척1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,2,무직,100만원 미만,아니오,          ,아파트/ 주상복합,서울,동대문구,전농동,
숲체험교육확동,[대구북구복현동산격동검단동코스트코근처어린이집유치원]<숲은늘~즐거워요??대구숲체험>교육으로행복한세상을만들어가는사회복지법인나래영재어린이집,F,2,무직,800~899만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,남양주시,조안면,
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,3,기타 ,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경북,경산시,진량읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림체험프로그램,<횡성가볼만한곳>국립횡성숲체원;횡성여행횡성힐링여행지/숲속산책로가예쁜장소/산림체험교육프로그램/가족여행커플여행추천,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,단독주택,서울,관악구,서림동,
숲체험프로그램,2018찾아가는숲체험프로그램안내,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,원주시,명륜1동,
숲체험교육확동,영남대학교숲체험교육사업,F,4,무직,100~199만원,아니오,          ,아파트/ 주상복합,부산,북구,만덕2동,
숲체험교육확동,"초등학교3학년환경교육,숲체험~경남환경교육원자연환경해설사활동/청아생태농장/경남체험학습/사천사남초등학교",F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,간석1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,간석1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
숲체험프로그램,예약안내및숲체험프로그램후기,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,서구,관저2동,기타 (승합차/트럭/화물차/기타 차량 등)
산림체험프로그램,<횡성가볼만한곳>국립횡성숲체원;횡성여행횡성힐링여행지/숲속산책로가예쁜장소/산림체험교육프로그램/가족여행커플여행추천,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,금천구,독산4동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
숲체험프로그램,민토리숲학교힐링숲체험프로그램MidsummerCandleNightatMintoryForest,F,2,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,대구,달서구,월성1동,"경차 (모닝, 스파크 등)"
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,F,5,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 상록구,성포동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,"아산교육지원청,초등학생대상숲체험교육운영",F,4,기타 ,100~199만원,아니오,          ,아파트/ 주상복합,광주,북구,문흥2동,
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,경남,함안군,칠원면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,인천야간숲체험프로그램,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,단독주택,충남,보령시,남포면,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림체험프로그램,<횡성가볼만한곳>국립횡성숲체원;횡성여행횡성힐링여행지/숲속산책로가예쁜장소/산림체험교육프로그램/가족여행커플여행추천,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,충북,청주시 흥덕구,봉명동,
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,인천,계양구,서운동,
숲체험프로그램,"청주시숲체험프로그램;4월부터10월까지행복한생태체험,토요가족숲나들이등",M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,울산,중구,성안동,기타 (승합차/트럭/화물차/기타 차량 등)
숲체험프로그램,초등딸1학기트레킹숲체험프로그램을마쳤어요,F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,오피스텔,부산,해운대구,중1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대구,북구,서변동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,기장군,장안읍,
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,M,4,기타 ,100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,부평구,십정1동,
산림체험프로그램,<횡성가볼만한곳>국립횡성숲체원;횡성여행횡성힐링여행지/숲속산책로가예쁜장소/산림체험교육프로그램/가족여행커플여행추천,F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,산곡4동,
숲체험프로그램,"아이랑 갈만한 곳, 양평 쉬자파크 유아 숲체험 프로그램 : 네이버 블로그",F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 단원구,원곡2동,
숲체험교육확동,"아산교육지원청,초등학생대상숲체험교육운영",F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,동구,신기동,
숲체험교육확동,작은손마켓놀이숲체험유치원즐거워요,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,태평2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,영남대학교숲체험교육사업,F,5,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,문정1동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
숲체험프로그램,"함허동천,숲체험프로그램",F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,양천구,신월1동,
숲체험프로그램,"서울준법지원센터,보호관찰청소년‘숲체험프로그램’실시",F,5,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,은평구,갈현1동,"경차 (모닝, 스파크 등)"
