재해,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
산사태,생명재산앗아가는산사태를막아라,M,2,,,      ,          ,,경기,남양주시,가운동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,단독주택,경남,양산시,평산동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
병해충,유기농부병해충예방,M,3,무직,"1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,잠실6동,"대형차 (제너시스, BMW5급 등)"
병해충,건강에좋은까마중(때까리)소개및병해충재배방법,M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동대문구,제기동,
산사태,말뚝 박고 차 세우고..산사태 복구현장 통행 막는 땅 주인 | 다음 뉴스,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,아니오,          ,오피스텔,서울,송파구,신천동,
산사태,말뚝 박고 차 세우고..산사태 복구현장 통행 막는 땅 주인 | 다음 뉴스,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,아니오,          ,오피스텔,서울,송파구,신천동,
산사태,우면산사사태사망사고…대법대피조치안한서초구배상책임,M,3,,,      ,          ,,경기,수원시 영통구,매탄3동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,2,,,      ,          ,,경기,수원시 팔달구,화서동,
산사태,말뚝 박고 차 세우고..산사태 복구현장 통행 막는 땅 주인 | 다음 뉴스,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,오피스텔,경기,고양시 일산동구,장항2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,우면산사사태사망사고…대법대피조치안한서초구배상책임,M,5,,,      ,          ,,경기,용인시 수지구,죽전1동,
병해충,달성군산림병해충방제::재선충예방을위한예방나무주사를주는방제현장에다녀왔습니다!-달성군블로그기자단김명수,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,아산시,권곡동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
병해충,춥다고방심은금물!::겨울철시설작물주요병해충방제법!,F,2,,,      ,          ,,서울,마포구,합정동,
병해충,마늘소금뿌려서가꾸는방법과병해충소독주아마늘심는방법,M,5,"관리직 (사장, 간부, 고위공무원)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,계양구,용종동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
병해충,춥다고방심은금물!::겨울철시설작물주요병해충방제법!,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,단독주택,경기,이천시,부발읍,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산사태,연천군청고대산자연휴양림산사태예방무선방송기기설치,F,4,,,      ,          ,,인천,남구,주안5동,
병해충,상추에발생하는병해충의모든것,F,3,,,      ,          ,,경기,용인시 수지구,동천동,
산사태,"부산엄궁동산사태*승학산산사태우려*사하구,사상구엄궁동도로정체*",M,4,,,      ,          ,,경기,부천시 원미구,상1동,
산사태,<산사태대비하기>산사태이렇게대비하자!,M,2,,,      ,          ,,대전,유성구,궁동,
산사태,산사태현장예방단의구성및운영에관한지침개정(안)행정예고,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,단독주택,경기,화성시,서신면,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
산사태,말뚝 박고 차 세우고..산사태 복구현장 통행 막는 땅 주인 | 다음 뉴스,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,안산시 상록구,이동,
병해충,차나무병해충,M,2,,,      ,          ,,강원,강릉시,포남동,
산사태,"[6월안전보건]알면대처할수있다!갑작스러운재해,산사태",M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,신정1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
병해충,춥다고방심은금물!::겨울철시설작물주요병해충방제법!,F,3,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,도봉구,창4동,
병해충,들깨의병해충,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서초구,양재동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산사태,청도태양광산사태/조선일보,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,신평2동,"준중형파생 (벨로스터, I30 등)"
산림재해,"계룡시,여름철산림재해선제적대응",F,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,단독주택,서울,관악구,보라매동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,생명재산앗아가는산사태를막아라,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,마포구,도화동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,"부산엄궁동산사태*승학산산사태우려*사하구,사상구엄궁동도로정체*",M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경기,의정부시,녹양동,"소형SUV/CUV (티볼리, QM3 등)"
산림재해,[산사태분야]걱정마세요!!산림재해예방을위해총력을다하다,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,남구,용호동,
산림재해,"[산림청]진천산림항공관리소,산림재해꼼짝마무인감시카메라로예방",F,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 권선구,탑동,
병해충,"병해충걱정은이제그만!천하무적우리고구마_호감미,진율미,단자미",M,5,기타 ,400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,평택시,팽성읍,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림재해,"순천국유림관리소,장마철대비산림재해예방사업적기완료",M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,화전동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
병해충,들깨의병해충,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,남구,봉선1동,"경차 (모닝, 스파크 등)"
병해충,춥다고방심은금물!::겨울철시설작물주요병해충방제법!,M,2,"관리직 (사장, 간부, 고위공무원)",700~799만원,아니오,          ,단독주택,경기,화성시,반송동,
산림재해,"순천국유림관리소,장마철대비산림재해예방사업적기완료",M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,임실군,임실읍,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
병해충,"병해충걱정은이제그만!천하무적우리고구마_호감미,진율미,단자미",M,2,무직,100~199만원,아니오,          ,아파트/ 주상복합,경기,파주시,광탄면,"경차 (모닝, 스파크 등)"
산림재해,"산불전문예방진화,산불재난특수진화등7개국유림488명모집",M,5,무직,100~199만원,아니오,          ,아파트/ 주상복합,경기,파주시,문산읍,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
산림재해,무단농작물재배에따른산림재해우려,M,4,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,관악구,봉천동,"프리미엄 (에쿠스, BMW7급 등)"
병해충,참깨병해충방제와관리,M,2,무직,100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,경남,진주시,하대동,
산불,양양 산불 - Daum 검색,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,안양시 동안구,관양동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,양양 산불 사고 - 나무위키,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,안양시 동안구,관양동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,양양 산불 - Daum 검색,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,안양시 동안구,관양동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,양양 산불 낙산사 - Daum 검색,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,안양시 동안구,관양동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,4,,,      ,          ,,충남,아산시,배방읍,
산림재해,세계4위산림국가인데…잦은산불에도산림재해보험유명무실,M,4,,,      ,          ,,울산,남구,야음동,
병해충,상추에발생하는병해충의모든것,F,4,,,      ,          ,,서울,은평구,진관동,
산림재해,"충북도144억원투입,산림재해걱정뚝",M,5,,,      ,          ,,충북,충주시,호암동,
산사태,"부산엄궁동산사태*승학산산사태우려*사하구,사상구엄궁동도로정체*",M,5,,,      ,          ,,충북,충주시,호암동,
병해충,병해충피해없는건강한과수묘목고르세요,M,4,,,      ,          ,,경기,안양시 만안구,박달2동,
산사태,청도태양광산사태/조선일보,M,4,"교직 (교사, 유치원교사, 학원강사)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,전주시 덕진구,호성동1가,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
병해충,"[농촌진흥청감자#7]감자병해충관리:바이러스,바이로이드",M,4,,,      ,          ,,서울,구로구,구로동,
산림재해,세계4위산림국가인데…잦은산불에도산림재해보험유명무실,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,부평구,부개동,"소형SUV/CUV (티볼리, QM3 등)"
산불,"자율 비행, 5G 기술을 통한 미래형 산불 대응 드론 솔루션 산불화재 조기 예방 가능할까? : 네이버 포스트",M,2,기타 ,300~399만원,아니오,          ,단독주택,전북,남원시,도통동,
병해충,양파병해충예방과방제시기방법,M,4,,,      ,          ,,경북,구미시,도량동,
산림재해,충청북도산림재해걱정뚝!,M,3,,,      ,          ,,인천,남동구,구월1동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,삼송동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림재해,[산사태분야]걱정마세요!!산림재해예방을위해총력을다하다,F,2,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 상록구,사2동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",F,2,,,      ,          ,,인천,부평구,갈산동,
산림재해,[산사태분야]걱정마세요!!산림재해예방을위해총력을다하다,M,2,,,      ,          ,,부산,남구,용호3동,
병해충,"병해충걱정은이제그만!천하무적우리고구마_호감미,진율미,단자미",F,5,,,      ,          ,,서울,강북구,번1동,
산림재해,[단양국유림관리소]여름철우기산림재해대비에총력!,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서초구,양재동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산림재해,충청북도산림재해걱정뚝!,F,4,,,      ,          ,,인천,계양구,용종동,
병해충,유기농부병해충예방,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,단독주택,경남,거창군,웅양면,
산사태,연천군청고대산자연휴양림산사태예방무선방송기기설치,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,화성시,향남읍,"소형SUV/CUV (티볼리, QM3 등)"
산사태,"[6월안전보건]알면대처할수있다!갑작스러운재해,산사태",M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,파주시,야동동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림재해,여름철산림재해예방을위한산사태대책상황실가동!,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,고양시 덕양구,고양동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,5,기타 ,200~299만원,예    ,자녀 있음 ,단독주택,부산,동래구,복천동,
산림재해,생태산림재해방지위한경진대회,M,2,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동작구,사당1동,
병해충,유기농부병해충예방,M,2,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,아파트/ 주상복합,대구,달서구,용산1동,
산사태,우면산사사태사망사고…대법대피조치안한서초구배상책임,M,2,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,아파트/ 주상복합,대구,달서구,용산1동,
산사태,우면산사사태사망사고…대법대피조치안한서초구배상책임,F,4,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,인천,서구,경서동,
산불,[속보]홍남기 부동산 불안시 대책…분양가상한제 추가지정 가능,M,5,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,시흥시,능곡동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
산사태,산사태현장예방단의구성및운영에관한지침개정(안)행정예고,M,3,,,      ,          ,,서울,은평구,진관동,
병해충,유기농부병해충예방,M,3,무직,"1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,잠실6동,"대형차 (제너시스, BMW5급 등)"
산림재해,"산림재해예방을위한하늘의눈,강릉산림항공관리소드론산불예방훈련실시",M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,동탄면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림재해,충청북도산림재해걱정뚝!,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,동탄면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,M,3,,,      ,          ,,경남,김해시,구산동,
산사태,산사태예방사업,M,2,,,      ,          ,,서울,마포구,성산2동,
병해충,차나무병해충,M,2,,,      ,          ,,인천,서구,연희동,
병해충,들깨의병해충,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",500~599만원,예    ,자녀 없음 ,오피스텔,경남,창원시 의창구,서상동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산사태,청도태양광산사태/조선일보,F,3,,,      ,          ,,서울,영등포구,도림동,
산림재해,"산불전문예방진화,산불재난특수진화등7개국유림488명모집",F,4,,,      ,          ,,대구,달서구,유천동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,M,2,,,      ,          ,,서울,강남구,수서동,
산림재해,충청북도산림재해걱정뚝!,F,2,,,      ,          ,,울산,북구,천곡동,
산림재해,"순천국유림관리소,장마철대비산림재해예방사업적기완료",M,4,,,      ,          ,,경기,부천시 원미구,상1동,
산림재해,국내사례-한국산림청SuperMap을활용한산림재해관리체계시스템,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정6동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림재해,산악기상관측망…산림재해예측정밀도높인다,M,3,"관리직 (사장, 간부, 고위공무원)",400~499만원,아니오,          ,아파트/ 주상복합,서울,성북구,석관동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,의령수도사산사태로매몰위험노출/뉴스렙기사,M,5,,,      ,          ,,경기,평택시,팽성읍,
산사태,"여주시,산림재해예방을위한산사태취약지역지정",M,4,,,      ,          ,,서울,영등포구,대림3동,
병해충,"병해충걱정은이제그만!천하무적우리고구마_호감미,진율미,단자미",F,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강남구,청담동,
산사태,부산산사태현장서26시간만에3번째매몰자발견,M,3,"교직 (교사, 유치원교사, 학원강사)",700~799만원,아니오,          ,아파트/ 주상복합,경기,안양시 만안구,안양1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,자유게시판 - 나름 일산 불매 잘하고 있다 생각했는데....,F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,민락동,"경차 (모닝, 스파크 등)"
병해충,"병해충걱정은이제그만!천하무적우리고구마_호감미,진율미,단자미",M,3,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,남구,도화1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
병해충,체계적인관리로오디뽕나무병해충방제,F,4,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,하계1동,
병해충,병해충강한식물토양미생물덕분,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중구,신당5동,
병해충,달성군산림병해충방제::재선충예방을위한예방나무주사를주는방제현장에다녀왔습니다!-달성군블로그기자단김명수,F,2,무직,100만원 미만,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,관악구,청룡동,
산불,코끼리·코알라 떼죽음···범인은 가뭄·산불 [동물의 소리(VoA)],F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,신길1동,
병해충,상추에발생하는병해충의모든것,M,3,,,      ,          ,,서울,마포구,망원동,
산림재해,무단농작물재배에따른산림재해우려,M,2,,,      ,          ,,부산,사하구,신평2동,
산사태,"산사태,긴급복구현장",M,2,,,      ,          ,,대구,수성구,시지동,
산림재해,국내사례-한국산림청SuperMap을활용한산림재해관리체계시스템,F,2,,,      ,          ,,경기,성남시 중원구,하대원동,
병해충,들깨의병해충,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,아니오,          ,단독주택,충북,청주시 흥덕구,사직1동,
병해충,참깨병해충방제와관리,M,4,,,      ,          ,,부산,서구,서대신동2가,
병해충,[공지]3.병해충관리는어떻게할까?,M,2,,,      ,          ,,광주,북구,중흥동,
산사태,청도태양광산사태/조선일보,M,3,,,      ,          ,,경기,고양시 덕양구,대자동,
산사태,청도태양광산사태/조선일보,F,5,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,월계2동,
산림재해,"산림재해예방을위한하늘의눈,강릉산림항공관리소드론산불예방훈련실시",M,3,,,      ,          ,,서울,마포구,합정동,
산림재해,세계4위산림국가인데…잦은산불에도산림재해보험유명무실,F,2,,,      ,          ,,서울,마포구,연남동,
산사태,<산사태대비하기>산사태이렇게대비하자!,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,신정1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",F,4,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,아파트/ 주상복합,인천,중구,인현동,"경차 (모닝, 스파크 등)"
산림재해,"산불전문예방진화,산불재난특수진화등7개국유림488명모집",M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,오피스텔,서울,강남구,역삼동,
산사태,"산사태,긴급복구현장",M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",800~899만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,송파구,송파동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
병해충,병해충강한식물토양미생물덕분,M,3,,,      ,          ,,인천,연수구,연수2동,
산림재해,"계룡시,여름철산림재해선제적대응",F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,안산시 상록구,본오2동,
산림재해,국내사례-한국산림청SuperMap을활용한산림재해관리체계시스템,M,3,,,      ,          ,,서울,은평구,진관동,
병해충,건강에좋은까마중(때까리)소개및병해충재배방법,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중구,신당5동,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청원군,오창읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
병해충,달성군산림병해충방제::재선충예방을위한예방나무주사를주는방제현장에다녀왔습니다!-달성군블로그기자단김명수,M,3,,,      ,          ,,경기,오산시,양산동,
산림재해,"여주시,산림재해예방…산사태취약지역추가지정관리",F,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,경북,영천시,문내동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림재해,"여주시,산림재해예방…산사태취약지역추가지정관리",F,2,,,      ,          ,,경북,구미시,사곡동,
병해충,6월대추병해충방제,M,5,"관리직 (사장, 간부, 고위공무원)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,계양구,용종동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"부산엄궁동산사태*승학산산사태우려*사하구,사상구엄궁동도로정체*",M,3,,,      ,          ,,충남,천안시 서북구,직산읍,
산림재해,[산사태분야]걱정마세요!!산림재해예방을위해총력을다하다,M,4,,,      ,          ,,경북,구미시,도량동,
병해충,마늘소금뿌려서가꾸는방법과병해충소독주아마늘심는방법,M,2,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,오피스텔,경기,용인시 기흥구,영덕동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
산불,"토익공부방법, 토익필수문법 가산,불가산 명사 제대로 정리하기 : 네이버 블로그",F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,전북,전주시 완산구,삼천동3가,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림재해,[단양국유림관리소]여름철우기산림재해대비에총력!,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정6동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림재해,"화순군,해빙기산림재해취약시설일제점검",M,2,,,      ,          ,,대전,유성구,궁동,
병해충,차나무병해충,F,5,,,      ,          ,,서울,강북구,번1동,
산사태,산사태현장예방단의구성및운영에관한지침개정(안)행정예고,M,2,,,      ,          ,,서울,구로구,구로1동,"소형SUV/CUV (티볼리, QM3 등)"
병해충,[공지]3.병해충관리는어떻게할까?,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,성남시 중원구,상대원1동,
산림재해,"[산림청]진천산림항공관리소,산림재해꼼짝마무인감시카메라로예방",M,3,,,      ,          ,,인천,남구,용현5동,
산림재해,세계4위산림국가인데…잦은산불에도산림재해보험유명무실,F,4,,,      ,          ,,경기,남양주시,평내동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,전북,전주시 덕진구,송천동1가,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산사태,"부산엄궁동산사태*승학산산사태우려*사하구,사상구엄궁동도로정체*",M,4,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정3동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산사태,"부산엄궁동산사태*승학산산사태우려*사하구,사상구엄궁동도로정체*",M,5,,,      ,          ,,광주,북구,누문동,
산불,기장 임랑해수욕장 근처 맛집 서산불낙지 : 네이버 블로그,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,기장군,기장읍,"경차 (모닝, 스파크 등)"
산사태,"부산엄궁동산사태*승학산산사태우려*사하구,사상구엄궁동도로정체*",F,4,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,수원시 팔달구,고등동,
산사태,"산사태,긴급복구현장",F,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,단독주택,서울,관악구,보라매동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림재해,"산불전문예방진화,산불재난특수진화등7개국유림488명모집",M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,마포구,도화동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
병해충,양파병해충예방과방제시기방법,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,고양시 덕양구,고양동,
산림재해,무단농작물재배에따른산림재해우려,F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,해운대구,좌2동,
병해충,참깨병해충방제와관리,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,부산,해운대구,좌1동,
병해충,6월대추병해충방제,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 권선구,당수동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림재해,"강서구,장마철대비산림재해예방",M,2,무직,"1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,서대문구,북가좌1동,"대형차 (제너시스, BMW5급 등)"
산림재해,"산불전문예방진화,산불재난특수진화등7개국유림488명모집",M,4,"자영업 (도소매업, 숙박업, 미용업)",100~199만원,아니오,          ,아파트/ 주상복합,서울,강북구,미아동,기타 (승합차/트럭/화물차/기타 차량 등)
산림재해,"여주시,산림재해예방…산사태취약지역추가지정관리",M,2,"관리직 (사장, 간부, 고위공무원)",700~799만원,아니오,          ,단독주택,경기,화성시,반송동,
산사태,"삼척시,산사태발생위험지통합관리체계구축&#160;-포커스데일리",M,4,"전문직 (의사, 판검사, 예술가, 종교인)",100만원 미만,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산동구,백석동,
산림재해,"산불전문예방진화,산불재난특수진화등7개국유림488명모집",M,3,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,도봉구,쌍문3동,"경차 (모닝, 스파크 등)"
병해충,"병해충걱정은이제그만!천하무적우리고구마_호감미,진율미,단자미",F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,아산시,용화동,
